,price.open,price.high,price.low,price.close,volume,price.adjusted,ref.date,ticker,ret.adjusted.prices,ret.closing.prices,5 Day Percent Change,Direction
460,49.490002,49.540001,48.299999,48.5,874500,48.5,7/19/2019,NFG,-0.018615905,-0.018615905,-1.36%,D
461,48.529999,48.669998,47.990002,48.299999,717300,48.299999,7/22/2019,NFG,-0.004123732,-0.004123732,-1.34%,D
462,48.32,48.560001,47.610001,48.099998,1165100,48.099998,7/23/2019,NFG,-0.004140808,-0.004140808,-1.04%,D
463,48.16,48.380001,47.91,47.950001,816400,47.950001,7/24/2019,NFG,-0.003118441,-0.003118441,-0.61%,D
464,47.93,48.259998,46.599998,46.84,992700,46.84,7/25/2019,NFG,-0.023149134,-0.023149134,-0.69%,D
465,46.810001,46.970001,45.790001,46.07,1170000,46.07,7/26/2019,NFG,-0.016438941,-0.016438941,-0.94%,D
466,46.110001,46.650002,45.84,46.23,932100,46.23,7/29/2019,NFG,0.003472976,0.003472976,-0.80%,D
467,46.139999,47.59,46.139999,47.299999,1628100,47.299999,7/30/2019,NFG,0.023145122,0.023145122,-0.28%,E
468,47.389999,48.57,47.299999,47.740002,3328500,47.740002,7/31/2019,NFG,0.009302389,0.009302389,0.38%,E
469,47.57,47.849998,46.779999,46.869999,1187600,46.869999,8/1/2019,NFG,-0.018223774,-0.018223774,0.34%,E
470,47.040001,49.009998,46.66,48.860001,1628400,48.860001,8/2/2019,NFG,0.042457906,0.042457906,1.11%,U
471,48.490002,48.490002,46.98,47.720001,1353000,47.720001,8/5/2019,NFG,-0.023331968,-0.023331968,0.18%,E
472,47.880001,47.98,46.98,47.860001,940700,47.860001,8/6/2019,NFG,0.00293378,0.00293378,0.05%,E
473,47.700001,48.75,47.09,48.59,893800,48.59,8/7/2019,NFG,0.0152528,0.0152528,0.72%,U
474,48.439999,49.07,47.990002,49.029999,891300,49.029999,8/8/2019,NFG,0.009055341,0.009055341,0.07%,E
475,49.049999,49.169998,47.16,47.470001,911300,47.470001,8/9/2019,NFG,-0.031817215,-0.031817215,-0.10%,E
476,47.25,47.419998,46.48,47.130001,364400,47.130001,8/12/2019,NFG,-0.007162418,-0.007162418,-0.30%,E
477,46.759998,47.959999,46.700001,47.32,861100,47.32,8/13/2019,NFG,0.004031381,0.004031381,-0.53%,D
478,47.060001,47.209999,46.389999,46.48,640100,46.48,8/14/2019,NFG,-0.017751479,-0.017751479,-1.07%,D
479,46.439999,46.93,46.110001,46.59,580900,46.59,8/15/2019,NFG,0.002366609,0.002366609,-0.37%,E
480,46.580002,47.150002,46.459999,47.040001,838100,47.040001,8/16/2019,NFG,0.009658747,0.009658747,-0.04%,E
481,47.18,47.650002,47.029999,47.470001,444300,47.470001,8/19/2019,NFG,0.009141156,0.009141156,0.06%,E
482,47.66,47.66,46.91,46.939999,320300,46.939999,8/20/2019,NFG,-0.011164988,-0.011164988,0.20%,E
483,46.959999,47.57,46.939999,47.529999,454400,47.529999,8/21/2019,NFG,0.012569238,0.012569238,0.40%,E
484,47.48,47.599998,46.84,46.939999,486200,46.939999,8/22/2019,NFG,-0.012413213,-0.012413213,-0.04%,E
485,46.860001,46.970001,45.470001,45.580002,460500,45.580002,8/23/2019,NFG,-0.028973094,-0.028973094,-0.81%,D
486,45.759998,46.52,45.560001,46.41,460600,46.41,8/26/2019,NFG,0.018209696,0.018209696,-0.23%,E
487,46.73,46.73,45.740002,45.75,303200,45.75,8/27/2019,NFG,-0.014221073,-0.014221073,-0.77%,D
488,45.830002,46.23,45.610001,45.759998,581600,45.759998,8/28/2019,NFG,0.000218536,0.000218536,-0.51%,D
489,46.139999,46.830002,46.139999,46.610001,406500,46.610001,8/29/2019,NFG,0.018575241,0.018575241,0.45%,E
490,46.630001,46.990002,46.209999,46.740002,617800,46.740002,8/30/2019,NFG,0.002789122,0.002789122,0.14%,E
491,46.57,46.889999,46.029999,46.810001,564200,46.810001,9/3/2019,NFG,0.001497625,0.001497625,0.46%,E
492,46.900002,47.200001,46.59,46.98,390800,46.98,9/4/2019,NFG,0.003631681,0.003631681,0.52%,U
493,46.889999,47.849998,46.889999,47.459999,784800,47.459999,9/5/2019,NFG,0.010217092,0.010217092,0.36%,E
494,47.59,47.59,46.860001,47,414200,47,9/6/2019,NFG,-0.009692352,-0.009692352,0.11%,E
495,47.09,48.220001,46.880001,48.209999,772400,48.209999,9/9/2019,NFG,0.02574466,0.02574466,0.59%,U
496,48.040001,49.450001,48.040001,49.27,648900,49.27,9/10/2019,NFG,0.021987161,0.021987161,0.96%,U
497,49.32,50,49.029999,50,558600,50,9/11/2019,NFG,0.014816318,0.014816318,1.05%,U
498,50.369999,50.459999,48.509998,48.740002,423500,48.740002,9/12/2019,NFG,-0.02519996,-0.02519996,0.72%,U
499,48.759998,49.349998,48.529999,48.73,456600,48.73,9/13/2019,NFG,-0.000205211,-0.000205211,0.21%,E
500,49.209999,49.380001,48.82,49.150002,600500,49.150002,9/16/2019,NFG,0.008618962,0.008618962,-0.05%,E
501,49.02,49.119999,48.259998,48.470001,481100,48.470001,9/17/2019,NFG,-0.013835218,-0.013835218,-0.62%,D
502,48.689999,48.959999,48.27,48.560001,495900,48.560001,9/18/2019,NFG,0.001856819,0.001856819,-0.07%,E
503,48.869999,49.540001,47.959999,48.130001,627600,48.130001,9/19/2019,NFG,-0.008855025,-0.008855025,-0.25%,E
,,,,,,,,,,,,
,,,,,,,,,,Range,3.48%,
,,,,,,,,,,Average,-0.0134%,
